"age_group";"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"50-59";"Dose Two";2021-09-10;7;18844;0.800095521120781
"50-59";"Dose Two";2021-09-11;2;18844;0.800201655699427
"50-59";"Dose Two";2021-09-13;1;18844;0.80025472298875
"50-59";"Dose Two";2021-09-14;3;18844;0.800413924856718
"50-59";"Dose Two";2021-09-15;4;18844;0.80062619401401
"50-59";"Dose Two";2021-09-16;4;18844;0.800838463171301
"50-59";"Dose Two";2021-09-17;9;18844;0.801316068775207
"50-59";"Dose Two";2021-09-20;1;18844;0.80136913606453
"50-59";"Dose Two";2021-09-21;4;18844;0.801581405221821
"50-59";"Dose Two";2021-09-22;1;18844;0.801634472511144
"50-59";"Dose Two";2021-09-23;2;18844;0.80174060708979
"50-59";"Dose Two";2021-09-24;3;18844;0.801899808957758
"50-59";"Dose Two";2021-09-27;3;18844;0.802059010825727
"50-59";"Dose Two";2021-09-28;7;18844;0.802430481850987
"50-59";"Dose Two";2021-09-29;7;18844;0.802801952876247
"50-59";"Dose Two";2021-09-30;2;18844;0.802908087454893
"50-59";"Dose Two";2021-10-01;1;18844;0.802961154744216
"50-59";"Dose Two";2021-10-02;1;18844;0.803014222033539
"50-59";"Dose Two";2021-10-04;3;18844;0.803173423901507
"50-59";"Dose Two";2021-10-05;1;18844;0.80322649119083
"50-59";"Dose Two";2021-10-06;6;18844;0.803544894926767
"50-59";"Dose Two";2021-10-07;6;18844;0.803863298662704
"50-59";"Dose Two";2021-10-08;6;18844;0.804181702398642
"50-59";"Dose Two";2021-10-13;5;18844;0.804447038845256
"50-59";"Dose Two";2021-10-14;3;18844;0.804606240713224
"50-59";"Dose Two";2021-10-15;4;18844;0.804818509870516
"50-59";"Dose Two";2021-10-16;1;18844;0.804871577159839
"50-59";"Dose Two";2021-10-20;4;18844;0.80508384631713
"50-59";"Dose Two";2021-10-21;6;18844;0.805402250053067
"50-59";"Dose Two";2021-10-22;2;18844;0.805508384631713
"50-59";"Dose Two";2021-10-26;4;18844;0.805720653789004
"50-59";"Dose Two";2021-10-27;1;18844;0.805773721078327
"50-59";"Dose Two";2021-10-28;1;18844;0.80582678836765
"50-59";"Dose Two";2021-10-29;5;18844;0.806092124814265
"50-59";"Dose Two";2021-11-03;1;18844;0.806145192103587
"50-59";"Dose Two";2021-11-04;6;18844;0.806463595839525
"50-59";"Dose Two";2021-11-05;1;18844;0.806516663128847
"50-59";"Dose Two";2021-11-11;2;18844;0.806622797707493
"50-59";"Dose Two";2021-11-12;1;18844;0.806675864996816
"50-59";"Dose Two";2021-11-14;1;18844;0.806728932286139
"50-59";"Dose Two";2021-11-15;1;18844;0.806781999575462
"50-59";"Dose Two";2021-11-16;5;18844;0.807047336022076
"50-59";"Dose Two";2021-11-17;6;18844;0.807365739758013
"50-59";"Dose Two";2021-11-18;11;18844;0.807949479940565
"50-59";"Dose Two";2021-11-19;3;18844;0.808108681808533
"50-59";"Dose Two";2021-11-20;1;18844;0.808161749097856
"50-59";"Dose Two";2021-11-21;2;18844;0.808267883676502
"50-59";"Dose Two";2021-11-22;4;18844;0.808480152833793
"50-59";"Dose Two";2021-11-23;15;18844;0.809276162173636
"50-59";"Dose Two";2021-11-24;10;18844;0.809806835066865
"50-59";"Dose Two";2021-11-25;11;18844;0.810390575249416
"50-59";"Dose Two";2021-11-26;11;18844;0.810974315431968
"50-59";"Dose Two";2021-11-27;4;18844;0.811186584589259
"50-59";"Dose Two";2021-11-28;3;18844;0.811345786457228
"50-59";"Dose Two";2021-11-29;8;18844;0.811770324771811
"50-59";"Dose Two";2021-11-30;11;18844;0.812354064954362
"50-59";"Dose Two";2021-12-01;11;18844;0.812937805136914
"50-59";"Dose Two";2021-12-02;13;18844;0.813627679898111
"50-59";"Dose Two";2021-12-03;11;18844;0.814211420080662
"50-59";"Dose Two";2021-12-04;6;18844;0.814529823816599
"50-59";"Dose Two";2021-12-05;5;18844;0.814795160263214
"50-59";"Dose Two";2021-12-07;7;18844;0.815166631288474
"50-59";"Dose Two";2021-12-08;2;18844;0.815272765867119
"50-59";"Dose Two";2021-12-09;11;18844;0.815856506049671
"50-59";"Dose Two";2021-12-10;13;18844;0.816546380810868
"50-59";"Dose Two";2021-12-11;1;18844;0.816599448100191
"50-59";"Dose Two";2021-12-13;7;18844;0.816970919125451
"50-59";"Dose Two";2021-12-14;8;18844;0.817395457440034
"50-59";"Dose Two";2021-12-15;11;18844;0.817979197622585
"50-59";"Dose Two";2021-12-16;17;18844;0.818881341541074
"50-59";"Dose Two";2021-12-17;11;18844;0.819465081723626
"50-59";"Dose Two";2021-12-18;3;18844;0.819624283591594
"50-59";"Dose Two";2021-12-19;3;18844;0.819783485459563
"50-59";"Dose Two";2021-12-20;6;18844;0.8201018891955
"50-59";"Dose Two";2021-12-21;16;18844;0.820950965824666
"50-59";"Dose Two";2021-12-22;13;18844;0.821640840585863
"50-59";"Dose Two";2021-12-23;12;18844;0.822277648057737
"50-59";"Dose Two";2021-12-24;6;18844;0.822596051793674
"50-59";"Dose Two";2021-12-27;5;18844;0.822861388240289
"50-59";"Dose Two";2021-12-28;17;18844;0.823763532158777
"50-59";"Dose Two";2021-12-29;12;18844;0.824400339630652
"50-59";"Dose Two";2021-12-30;17;18844;0.82530248354914
"50-59";"Dose Two";2021-12-31;7;18844;0.8256739545744
"50-59";"Dose Two";2022-01-02;6;18844;0.825992358310337
"50-59";"Dose Two";2022-01-03;6;18844;0.826310762046275
"50-59";"Dose Two";2022-01-04;8;18844;0.826735300360858
"50-59";"Dose Two";2022-01-05;12;18844;0.827372107832732
"50-59";"Dose Two";2022-01-07;9;18844;0.827849713436638
"50-59";"Dose Two";2022-01-08;6;18844;0.828168117172575
"50-59";"Dose Two";2022-01-09;3;18844;0.828327319040543
"50-59";"Dose Two";2022-01-10;8;18844;0.828751857355126
"50-59";"Dose Two";2022-01-11;18;18844;0.829707068562938
"50-59";"Dose Two";2022-01-12;14;18844;0.830450010613458
"50-59";"Dose Two";2022-01-13;13;18844;0.831139885374655
"50-59";"Dose Two";2022-01-14;13;18844;0.831829760135852
"50-59";"Dose Two";2022-01-15;7;18844;0.832201231161112
"50-59";"Dose Two";2022-01-16;9;18844;0.832678836765018
"50-59";"Dose Two";2022-01-17;12;18844;0.833315644236892
"50-59";"Dose Two";2022-01-18;25;18844;0.834642326469964
"50-59";"Dose Two";2022-01-19;15;18844;0.835438335809807
"50-59";"Dose Two";2022-01-20;19;18844;0.836446614306941
"50-59";"Dose Two";2022-01-21;13;18844;0.837136489068138
"50-59";"Dose Two";2022-01-22;6;18844;0.837454892804076
"50-59";"Dose Two";2022-01-23;2;18844;0.837561027382721
"50-59";"Dose Two";2022-01-24;10;18844;0.83809170027595
"50-59";"Dose Two";2022-01-25;8;18844;0.838516238590533
"50-59";"Dose Two";2022-01-26;10;18844;0.839046911483761
"50-59";"Dose Two";2022-01-27;9;18844;0.839524517087667
"50-59";"Dose Two";2022-01-28;17;18844;0.840426661006156
"50-59";"Dose Two";2022-01-29;1;18844;0.840479728295479
"50-59";"Dose Two";2022-01-31;10;18844;0.841010401188707
"50-59";"Dose Two";2022-02-01;6;18844;0.841328804924644
"50-59";"Dose Two";2022-02-02;3;18844;0.841488006792613
"50-59";"Dose Two";2022-02-03;3;18844;0.841647208660582
"50-59";"Dose Two";2022-02-04;4;18844;0.841859477817873
"50-59";"Dose Two";2022-02-05;3;18844;0.842018679685842
"50-59";"Dose Two";2022-02-07;2;18844;0.842124814264487
"50-59";"Dose Two";2022-02-08;4;18844;0.842337083421779
"50-59";"Dose Two";2022-02-09;3;18844;0.842496285289747
"50-59";"Dose Two";2022-02-10;4;18844;0.842708554447039
"50-59";"Dose Two";2022-02-11;6;18844;0.843026958182976
"50-59";"Dose Two";2022-02-12;2;18844;0.843133092761622
"50-59";"Dose Two";2022-02-14;3;18844;0.84329229462959
"50-59";"Dose Two";2022-02-15;5;18844;0.843557631076205
"50-59";"Dose Two";2022-02-16;2;18844;0.84366376565485
"50-59";"Dose Two";2022-02-17;2;18844;0.843769900233496
"50-59";"Dose Two";2022-02-18;2;18844;0.843876034812142
"50-59";"Dose Two";2022-02-21;5;18844;0.844141371258756
"50-59";"Dose Two";2022-02-22;2;18844;0.844247505837402
"50-59";"Dose Two";2022-02-23;4;18844;0.844459774994693
"50-59";"Dose Two";2022-02-24;3;18844;0.844618976862662
"50-59";"Dose Two";2022-02-25;6;18844;0.844937380598599
"50-59";"Dose Two";2022-03-02;3;18844;0.845096582466568
"50-59";"Dose Two";2022-03-03;3;18844;0.845255784334536
"50-59";"Dose Two";2022-03-04;1;18844;0.845308851623859
"50-59";"Dose Two";2022-03-05;1;18844;0.845361918913182
"50-59";"Dose Two";2022-03-08;2;18844;0.845468053491828
"50-59";"Dose Two";2022-03-09;2;18844;0.845574188070473
"50-59";"Dose Two";2022-03-10;2;18844;0.845680322649119
"50-59";"Dose Two";2022-03-11;2;18844;0.845786457227765
"50-59";"Dose Two";2022-03-14;1;18844;0.845839524517088
"50-59";"Dose Two";2022-03-15;1;18844;0.845892591806411
"50-59";"Dose Two";2022-03-17;4;18844;0.846104860963702
"50-59";"Dose Two";2022-03-21;1;18844;0.846157928253025
"50-59";"Dose Two";2022-03-23;4;18844;0.846370197410316
"50-59";"Dose Two";2022-03-24;3;18844;0.846529399278285
"50-59";"Dose Two";2022-03-25;3;18844;0.846688601146253
"50-59";"Dose Two";2022-03-28;3;18844;0.846847803014222
"50-59";"Dose Two";2022-03-29;3;18844;0.847007004882191
"50-59";"Dose Two";2022-03-30;2;18844;0.847113139460836
"50-59";"Dose Two";2022-04-03;1;18844;0.847166206750159
"50-59";"Dose Two";2022-04-06;1;18844;0.847219274039482
"50-59";"Dose Two";2022-04-12;1;18844;0.847272341328805
"50-59";"Dose Two";2022-04-14;1;18844;0.847325408618128
"50-59";"Dose Two";2022-04-19;1;18844;0.847378475907451
"50-59";"Dose Two";2022-04-20;3;18844;0.847537677775419
"50-59";"Dose Two";2022-04-21;1;18844;0.847590745064742
"50-59";"Dose Two";2022-04-22;1;18844;0.847643812354065
"50-59";"Dose Two";2022-04-26;1;18844;0.847696879643388
"50-59";"Dose Two";2022-04-28;1;18844;0.847749946932711
"50-59";"Dose Two";2022-04-29;1;18844;0.847803014222034
"50-59";"Dose Two";2022-05-02;2;18844;0.847909148800679
"50-59";"Dose Two";2022-05-06;1;18844;0.847962216090002
"50-59";"Dose Two";2022-05-11;1;18844;0.848015283379325
"50-59";"Dose Two";2022-05-12;1;18844;0.848068350668648
"50-59";"Dose Two";2022-05-13;1;18844;0.848121417957971
"50-59";"Dose Two";2022-05-20;1;18844;0.848174485247294
"50-59";"Dose Two";2022-05-25;1;18844;0.848227552536616
"50-59";"Dose Two";2022-06-08;1;18844;0.848280619825939
"50-59";"Dose Two";2022-06-16;1;18844;0.848333687115262
"50-59";"Dose Two";2022-06-18;1;18844;0.848386754404585
"50-59";"Dose Two";2022-06-23;1;18844;0.848439821693908
"50-59";"Dose Two";2022-06-28;2;18844;0.848545956272554
"50-59";"Dose Two";2022-06-30;1;18844;0.848599023561876
"50-59";"Dose Two";NA;2853;18844;1
"50-59";"Booster";2021-07-10;1;18844;5.30672893228614e-05
"50-59";"Booster";2021-07-29;1;18844;0.000106134578645723
"50-59";"Booster";2021-09-10;1;18844;0.000159201867968584
"50-59";"Booster";2021-09-11;5;18844;0.000424538314582891
"50-59";"Booster";2021-09-12;5;18844;0.000689874761197198
"50-59";"Booster";2021-09-13;25;18844;0.00201655699426873
"50-59";"Booster";2021-09-14;28;18844;0.00350244109530885
"50-59";"Booster";2021-09-15;7;18844;0.00387391212056888
"50-59";"Booster";2021-09-16;17;18844;0.00477605603905753
"50-59";"Booster";2021-09-17;20;18844;0.00583740182551475
"50-59";"Booster";2021-09-19;1;18844;0.00589046911483761
"50-59";"Booster";2021-09-20;14;18844;0.00663341116535767
"50-59";"Booster";2021-09-21;23;18844;0.00785395881978349
"50-59";"Booster";2021-09-22;21;18844;0.00896837189556357
"50-59";"Booster";2021-09-23;26;18844;0.010348121417958
"50-59";"Booster";2021-09-24;5;18844;0.0106134578645723
"50-59";"Booster";2021-09-25;1;18844;0.0106665251538951
"50-59";"Booster";2021-09-27;11;18844;0.0112502653364466
"50-59";"Booster";2021-09-28;33;18844;0.013001485884101
"50-59";"Booster";2021-09-29;95;18844;0.0180428783697729
"50-59";"Booster";2021-09-30;65;18844;0.0214922521757589
"50-59";"Booster";2021-10-01;38;18844;0.0235088091700276
"50-59";"Booster";2021-10-04;37;18844;0.0254722988749735
"50-59";"Booster";2021-10-05;96;18844;0.0305667586499682
"50-59";"Booster";2021-10-06;64;18844;0.0339630651666313
"50-59";"Booster";2021-10-07;57;18844;0.0369879006580344
"50-59";"Booster";2021-10-08;19;18844;0.0379961791551688
"50-59";"Booster";2021-10-11;5;18844;0.0382615156017831
"50-59";"Booster";2021-10-13;31;18844;0.0399066015707918
"50-59";"Booster";2021-10-14;50;18844;0.0425599660369348
"50-59";"Booster";2021-10-15;23;18844;0.0437805136913606
"50-59";"Booster";2021-10-18;20;18844;0.0448418594778179
"50-59";"Booster";2021-10-19;37;18844;0.0468053491827637
"50-59";"Booster";2021-10-20;38;18844;0.0488219061770325
"50-59";"Booster";2021-10-21;63;18844;0.0521651454043727
"50-59";"Booster";2021-10-22;22;18844;0.0533326257694757
"50-59";"Booster";2021-10-25;6;18844;0.0536510295054129
"50-59";"Booster";2021-10-26;53;18844;0.0564635958395245
"50-59";"Booster";2021-10-27;30;18844;0.0580556145192104
"50-59";"Booster";2021-10-28;39;18844;0.060125238802802
"50-59";"Booster";2021-10-29;24;18844;0.0613988537465506
"50-59";"Booster";2021-11-02;22;18844;0.0625663341116536
"50-59";"Booster";2021-11-03;14;18844;0.0633092761621736
"50-59";"Booster";2021-11-04;41;18844;0.065485035024411
"50-59";"Booster";2021-11-05;15;18844;0.0662810443642539
"50-59";"Booster";2021-11-06;1;18844;0.0663341116535767
"50-59";"Booster";2021-11-08;6;18844;0.0666525153895139
"50-59";"Booster";2021-11-09;11;18844;0.0672362555720654
"50-59";"Booster";2021-11-10;8;18844;0.0676607938866483
"50-59";"Booster";2021-11-11;22;18844;0.0688282742517512
"50-59";"Booster";2021-11-12;15;18844;0.0696242835915941
"50-59";"Booster";2021-11-15;6;18844;0.0699426873275313
"50-59";"Booster";2021-11-16;14;18844;0.0706856293780514
"50-59";"Booster";2021-11-17;50;18844;0.0733389938441944
"50-59";"Booster";2021-11-18;11;18844;0.0739227340267459
"50-59";"Booster";2021-11-19;16;18844;0.0747718106559117
"50-59";"Booster";2021-11-22;12;18844;0.075408618127786
"50-59";"Booster";2021-11-23;19;18844;0.0764168966249204
"50-59";"Booster";2021-11-24;13;18844;0.0771067713861176
"50-59";"Booster";2021-11-25;23;18844;0.0783273190405434
"50-59";"Booster";2021-11-26;19;18844;0.0793355975376778
"50-59";"Booster";2021-11-27;2;18844;0.0794417321163235
"50-59";"Booster";2021-11-29;11;18844;0.080025472298875
"50-59";"Booster";2021-11-30;38;18844;0.0820420292931437
"50-59";"Booster";2021-12-01;61;18844;0.0852791339418383
"50-59";"Booster";2021-12-02;50;18844;0.0879324984079813
"50-59";"Booster";2021-12-03;78;18844;0.0920717469751645
"50-59";"Booster";2021-12-04;17;18844;0.0929738908936532
"50-59";"Booster";2021-12-05;30;18844;0.094565909573339
"50-59";"Booster";2021-12-06;17;18844;0.0954680534918276
"50-59";"Booster";2021-12-07;39;18844;0.0975376777754192
"50-59";"Booster";2021-12-08;34;18844;0.0993419656123965
"50-59";"Booster";2021-12-09;102;18844;0.104754829123328
"50-59";"Booster";2021-12-10;134;18844;0.111865845892592
"50-59";"Booster";2021-12-11;62;18844;0.115156017830609
"50-59";"Booster";2021-12-12;49;18844;0.117756315007429
"50-59";"Booster";2021-12-13;112;18844;0.12369985141159
"50-59";"Booster";2021-12-14;139;18844;0.131076204627468
"50-59";"Booster";2021-12-15;164;18844;0.139779240076417
"50-59";"Booster";2021-12-16;171;18844;0.148853746550626
"50-59";"Booster";2021-12-17;215;18844;0.160263213755041
"50-59";"Booster";2021-12-18;64;18844;0.163659520271705
"50-59";"Booster";2021-12-19;19;18844;0.164667798768839
"50-59";"Booster";2021-12-20;169;18844;0.173636170664402
"50-59";"Booster";2021-12-21;199;18844;0.184196561239652
"50-59";"Booster";2021-12-22;331;18844;0.201761834005519
"50-59";"Booster";2021-12-23;398;18844;0.222882615156018
"50-59";"Booster";2021-12-24;216;18844;0.234345149649756
"50-59";"Booster";2021-12-26;2;18844;0.234451284228402
"50-59";"Booster";2021-12-27;317;18844;0.251273614943749
"50-59";"Booster";2021-12-28;490;18844;0.277276586711951
"50-59";"Booster";2021-12-29;449;18844;0.301103799617916
"50-59";"Booster";2021-12-30;489;18844;0.327053704096795
"50-59";"Booster";2021-12-31;190;18844;0.337136489068138
"50-59";"Booster";2022-01-01;3;18844;0.337295690936107
"50-59";"Booster";2022-01-02;230;18844;0.349501167480365
"50-59";"Booster";2022-01-03;379;18844;0.36961367013373
"50-59";"Booster";2022-01-04;457;18844;0.393865421354277
"50-59";"Booster";2022-01-05;266;18844;0.407981320314158
"50-59";"Booster";2022-01-07;369;18844;0.427563150074294
"50-59";"Booster";2022-01-08;269;18844;0.441838250902144
"50-59";"Booster";2022-01-09;248;18844;0.454998938654214
"50-59";"Booster";2022-01-10;413;18844;0.476915729144555
"50-59";"Booster";2022-01-11;377;18844;0.496922097219274
"50-59";"Booster";2022-01-12;407;18844;0.518520483973679
"50-59";"Booster";2022-01-13;330;18844;0.536032689450223
"50-59";"Booster";2022-01-14;369;18844;0.555614519210359
"50-59";"Booster";2022-01-15;180;18844;0.565166631288474
"50-59";"Booster";2022-01-16;97;18844;0.570314158352791
"50-59";"Booster";2022-01-17;130;18844;0.577212905964763
"50-59";"Booster";2022-01-18;150;18844;0.585172999363193
"50-59";"Booster";2022-01-19;113;18844;0.591169603056676
"50-59";"Booster";2022-01-20;100;18844;0.596476331988962
"50-59";"Booster";2022-01-21;113;18844;0.602472935682445
"50-59";"Booster";2022-01-22;35;18844;0.604330290808745
"50-59";"Booster";2022-01-23;25;18844;0.605656973041817
"50-59";"Booster";2022-01-24;64;18844;0.60905327955848
"50-59";"Booster";2022-01-25;63;18844;0.61239651878582
"50-59";"Booster";2022-01-26;60;18844;0.615580556145192
"50-59";"Booster";2022-01-27;56;18844;0.618552324347272
"50-59";"Booster";2022-01-28;64;18844;0.621948630863935
"50-59";"Booster";2022-01-29;11;18844;0.622532371046487
"50-59";"Booster";2022-01-30;7;18844;0.622903842071747
"50-59";"Booster";2022-01-31;33;18844;0.624655062619401
"50-59";"Booster";2022-02-01;13;18844;0.625344937380599
"50-59";"Booster";2022-02-02;27;18844;0.626777754192316
"50-59";"Booster";2022-02-03;17;18844;0.627679898110804
"50-59";"Booster";2022-02-04;27;18844;0.629112714922522
"50-59";"Booster";2022-02-05;6;18844;0.629431118658459
"50-59";"Booster";2022-02-06;1;18844;0.629484185947782
"50-59";"Booster";2022-02-07;5;18844;0.629749522394396
"50-59";"Booster";2022-02-08;14;18844;0.630492464444916
"50-59";"Booster";2022-02-09;12;18844;0.63112927191679
"50-59";"Booster";2022-02-10;14;18844;0.631872213967311
"50-59";"Booster";2022-02-11;25;18844;0.633198896200382
"50-59";"Booster";2022-02-12;5;18844;0.633464232646996
"50-59";"Booster";2022-02-13;1;18844;0.633517299936319
"50-59";"Booster";2022-02-14;12;18844;0.634154107408194
"50-59";"Booster";2022-02-15;10;18844;0.634684780301422
"50-59";"Booster";2022-02-16;8;18844;0.635109318616005
"50-59";"Booster";2022-02-17;17;18844;0.636011462534494
"50-59";"Booster";2022-02-18;18;18844;0.636966673742305
"50-59";"Booster";2022-02-19;4;18844;0.637178942899597
"50-59";"Booster";2022-02-20;1;18844;0.63723201018892
"50-59";"Booster";2022-02-21;7;18844;0.63760348121418
"50-59";"Booster";2022-02-22;9;18844;0.638081086818085
"50-59";"Booster";2022-02-23;16;18844;0.638930163447251
"50-59";"Booster";2022-02-24;17;18844;0.63983230736574
"50-59";"Booster";2022-02-25;7;18844;0.640203778391
"50-59";"Booster";2022-02-26;11;18844;0.640787518573551
"50-59";"Booster";2022-02-27;1;18844;0.640840585862874
"50-59";"Booster";2022-02-28;2;18844;0.64094672044152
"50-59";"Booster";2022-03-01;6;18844;0.641265124177457
"50-59";"Booster";2022-03-02;10;18844;0.641795797070686
"50-59";"Booster";2022-03-03;6;18844;0.642114200806623
"50-59";"Booster";2022-03-04;4;18844;0.642326469963914
"50-59";"Booster";2022-03-05;4;18844;0.642538739121206
"50-59";"Booster";2022-03-07;1;18844;0.642591806410529
"50-59";"Booster";2022-03-08;4;18844;0.64280407556782
"50-59";"Booster";2022-03-09;3;18844;0.642963277435789
"50-59";"Booster";2022-03-10;6;18844;0.643281681171726
"50-59";"Booster";2022-03-11;7;18844;0.643653152196986
"50-59";"Booster";2022-03-14;3;18844;0.643812354064954
"50-59";"Booster";2022-03-15;1;18844;0.643865421354277
"50-59";"Booster";2022-03-16;2;18844;0.643971555932923
"50-59";"Booster";2022-03-17;5;18844;0.644236892379537
"50-59";"Booster";2022-03-18;3;18844;0.644396094247506
"50-59";"Booster";2022-03-19;1;18844;0.644449161536829
"50-59";"Booster";2022-03-21;1;18844;0.644502228826152
"50-59";"Booster";2022-03-22;3;18844;0.64466143069412
"50-59";"Booster";2022-03-23;7;18844;0.64503290171938
"50-59";"Booster";2022-03-24;2;18844;0.645139036298026
"50-59";"Booster";2022-03-25;8;18844;0.645563574612609
"50-59";"Booster";2022-03-26;1;18844;0.645616641901932
"50-59";"Booster";2022-03-28;1;18844;0.645669709191255
"50-59";"Booster";2022-03-29;4;18844;0.645881978348546
"50-59";"Booster";2022-03-30;4;18844;0.646094247505837
"50-59";"Booster";2022-03-31;3;18844;0.646253449373806
"50-59";"Booster";2022-04-01;2;18844;0.646359583952452
"50-59";"Booster";2022-04-05;1;18844;0.646412651241775
"50-59";"Booster";2022-04-06;3;18844;0.646571853109743
"50-59";"Booster";2022-04-07;5;18844;0.646837189556357
