"vac_exposure_date";"vac_number";"cancer_diagnosis_time";"n"
2022-01-14;"Booster";"3";150
2022-01-14;"Booster";"4";131
2022-01-15;"Dose One";"1";1
2022-01-15;"Dose One";"2";1
2022-01-15;"Dose Two";"0";6
2022-01-15;"Dose Two";"1";6
2022-01-15;"Dose Two";"2";4
2022-01-15;"Dose Two";"3";3
2022-01-15;"Dose Two";"4";5
2022-01-15;"Booster";"0";90
2022-01-15;"Booster";"1";78
2022-01-15;"Booster";"2";80
2022-01-15;"Booster";"3";59
2022-01-15;"Booster";"4";62
2022-01-16;"Dose One";"0";1
2022-01-16;"Dose One";"1";2
2022-01-16;"Dose One";"2";1
2022-01-16;"Dose One";"3";1
2022-01-16;"Dose One";"4";1
2022-01-16;"Dose Two";"0";8
2022-01-16;"Dose Two";"1";5
2022-01-16;"Dose Two";"2";5
2022-01-16;"Dose Two";"3";1
2022-01-16;"Dose Two";"4";5
2022-01-16;"Booster";"0";67
2022-01-16;"Booster";"1";54
2022-01-16;"Booster";"2";53
2022-01-16;"Booster";"3";49
2022-01-16;"Booster";"4";37
2022-01-17;"Dose One";"1";1
2022-01-17;"Dose One";"2";4
2022-01-17;"Dose One";"3";1
2022-01-17;"Dose One";"4";3
2022-01-17;"Dose Two";"0";13
2022-01-17;"Dose Two";"1";9
2022-01-17;"Dose Two";"2";6
2022-01-17;"Dose Two";"3";5
2022-01-17;"Dose Two";"4";9
2022-01-17;"Booster";"0";104
2022-01-17;"Booster";"1";108
2022-01-17;"Booster";"2";91
2022-01-17;"Booster";"3";67
2022-01-17;"Booster";"4";90
2022-01-18;"Dose One";"0";1
2022-01-18;"Dose One";"1";1
2022-01-18;"Dose One";"2";2
2022-01-18;"Dose One";"3";2
2022-01-18;"Dose Two";"0";9
2022-01-18;"Dose Two";"1";8
2022-01-18;"Dose Two";"2";14
2022-01-18;"Dose Two";"3";18
2022-01-18;"Dose Two";"4";16
2022-01-18;"Booster";"0";132
2022-01-18;"Booster";"1";138
2022-01-18;"Booster";"2";81
2022-01-18;"Booster";"3";89
2022-01-18;"Booster";"4";84
2022-01-19;"Dose One";"0";3
2022-01-19;"Dose One";"1";2
2022-01-19;"Dose One";"2";1
2022-01-19;"Dose One";"3";1
2022-01-19;"Dose One";"4";3
2022-01-19;"Dose Two";"0";14
2022-01-19;"Dose Two";"1";12
2022-01-19;"Dose Two";"2";18
2022-01-19;"Dose Two";"3";12
2022-01-19;"Dose Two";"4";11
2022-01-19;"Booster";"0";102
2022-01-19;"Booster";"1";95
2022-01-19;"Booster";"2";107
2022-01-19;"Booster";"3";85
2022-01-19;"Booster";"4";67
2022-01-20;"Dose One";"0";2
2022-01-20;"Dose One";"1";1
2022-01-20;"Dose One";"2";4
2022-01-20;"Dose One";"3";3
2022-01-20;"Dose One";"4";2
2022-01-20;"Dose Two";"0";12
2022-01-20;"Dose Two";"1";12
2022-01-20;"Dose Two";"2";16
2022-01-20;"Dose Two";"3";13
2022-01-20;"Dose Two";"4";8
2022-01-20;"Booster";"0";103
2022-01-20;"Booster";"1";98
2022-01-20;"Booster";"2";78
2022-01-20;"Booster";"3";77
2022-01-20;"Booster";"4";66
2022-01-21;"Dose One";"0";1
2022-01-21;"Dose One";"1";3
2022-01-21;"Dose One";"2";3
2022-01-21;"Dose One";"3";1
2022-01-21;"Dose Two";"0";16
2022-01-21;"Dose Two";"1";14
2022-01-21;"Dose Two";"2";9
2022-01-21;"Dose Two";"3";10
2022-01-21;"Dose Two";"4";9
2022-01-21;"Booster";"0";91
2022-01-21;"Booster";"1";94
2022-01-21;"Booster";"2";68
2022-01-21;"Booster";"3";83
2022-01-21;"Booster";"4";68
2022-01-22;"Dose One";"1";1
2022-01-22;"Dose One";"2";1
2022-01-22;"Dose One";"3";1
2022-01-22;"Dose Two";"0";6
2022-01-22;"Dose Two";"1";4
2022-01-22;"Dose Two";"2";3
2022-01-22;"Dose Two";"3";1
2022-01-22;"Dose Two";"4";4
2022-01-22;"Booster";"0";41
2022-01-22;"Booster";"1";37
2022-01-22;"Booster";"2";30
2022-01-22;"Booster";"3";23
2022-01-22;"Booster";"4";16
2022-01-23;"Dose One";"0";1
2022-01-23;"Dose Two";"0";2
2022-01-23;"Dose Two";"1";3
2022-01-23;"Dose Two";"2";1
2022-01-23;"Dose Two";"3";3
2022-01-23;"Dose Two";"4";1
2022-01-23;"Booster";"0";13
2022-01-23;"Booster";"1";23
2022-01-23;"Booster";"2";8
2022-01-23;"Booster";"3";8
2022-01-23;"Booster";"4";11
2022-01-24;"Dose One";"0";2
2022-01-24;"Dose One";"2";4
2022-01-24;"Dose Two";"0";10
2022-01-24;"Dose Two";"1";3
2022-01-24;"Dose Two";"2";2
2022-01-24;"Dose Two";"3";6
2022-01-24;"Dose Two";"4";10
2022-01-24;"Booster";"0";45
2022-01-24;"Booster";"1";50
2022-01-24;"Booster";"2";38
2022-01-24;"Booster";"3";36
2022-01-24;"Booster";"4";37
2022-01-25;"Dose One";"0";4
2022-01-25;"Dose One";"2";2
2022-01-25;"Dose One";"4";1
2022-01-25;"Dose Two";"0";9
2022-01-25;"Dose Two";"1";8
2022-01-25;"Dose Two";"2";8
2022-01-25;"Dose Two";"3";5
2022-01-25;"Dose Two";"4";3
2022-01-25;"Booster";"0";54
2022-01-25;"Booster";"1";57
2022-01-25;"Booster";"2";46
2022-01-25;"Booster";"3";41
2022-01-25;"Booster";"4";39
2022-01-26;"Dose One";"0";1
2022-01-26;"Dose One";"1";2
2022-01-26;"Dose One";"2";3
2022-01-26;"Dose One";"3";2
2022-01-26;"Dose One";"4";1
2022-01-26;"Dose Two";"0";9
2022-01-26;"Dose Two";"1";12
2022-01-26;"Dose Two";"2";4
2022-01-26;"Dose Two";"3";6
2022-01-26;"Dose Two";"4";4
2022-01-26;"Booster";"0";63
2022-01-26;"Booster";"1";50
2022-01-26;"Booster";"2";49
2022-01-26;"Booster";"3";49
2022-01-26;"Booster";"4";27
2022-01-27;"Dose One";"0";3
2022-01-27;"Dose One";"1";1
2022-01-27;"Dose One";"2";1
2022-01-27;"Dose One";"3";1
2022-01-27;"Dose One";"4";1
2022-01-27;"Dose Two";"0";12
2022-01-27;"Dose Two";"1";6
2022-01-27;"Dose Two";"2";6
2022-01-27;"Dose Two";"3";4
2022-01-27;"Dose Two";"4";5
2022-01-27;"Booster";"0";50
2022-01-27;"Booster";"1";50
2022-01-27;"Booster";"2";50
2022-01-27;"Booster";"3";41
2022-01-27;"Booster";"4";40
2022-01-28;"Dose One";"0";3
2022-01-28;"Dose One";"1";2
2022-01-28;"Dose One";"3";1
2022-01-28;"Dose One";"4";1
2022-01-28;"Dose Two";"0";10
2022-01-28;"Dose Two";"1";11
2022-01-28;"Dose Two";"2";11
2022-01-28;"Dose Two";"3";6
2022-01-28;"Dose Two";"4";7
2022-01-28;"Booster";"0";49
2022-01-28;"Booster";"1";52
2022-01-28;"Booster";"2";46
2022-01-28;"Booster";"3";55
2022-01-28;"Booster";"4";35
2022-01-29;"Dose One";"2";1
2022-01-29;"Dose One";"4";1
2022-01-29;"Dose Two";"0";3
2022-01-29;"Dose Two";"1";1
2022-01-29;"Dose Two";"2";1
2022-01-29;"Dose Two";"3";2
2022-01-29;"Dose Two";"4";2
2022-01-29;"Booster";"0";14
2022-01-29;"Booster";"1";17
2022-01-29;"Booster";"2";12
2022-01-29;"Booster";"3";6
2022-01-29;"Booster";"4";8
2022-01-30;"Dose Two";"0";1
2022-01-30;"Dose Two";"1";1
2022-01-30;"Booster";"0";15
2022-01-30;"Booster";"1";4
2022-01-30;"Booster";"2";5
2022-01-30;"Booster";"3";8
2022-01-30;"Booster";"4";5
2022-01-31;"Dose One";"1";1
2022-01-31;"Dose One";"3";1
2022-01-31;"Dose Two";"0";7
2022-01-31;"Dose Two";"1";4
2022-01-31;"Dose Two";"2";4
2022-01-31;"Dose Two";"3";5
2022-01-31;"Dose Two";"4";3
2022-01-31;"Booster";"0";31
2022-01-31;"Booster";"1";26
2022-01-31;"Booster";"2";18
2022-01-31;"Booster";"3";20
2022-01-31;"Booster";"4";21
2022-02-01;"Dose One";"0";2
2022-02-01;"Dose One";"1";1
2022-02-01;"Dose One";"4";1
2022-02-01;"Dose Two";"0";7
2022-02-01;"Dose Two";"1";4
2022-02-01;"Dose Two";"2";3
2022-02-01;"Dose Two";"3";7
2022-02-01;"Dose Two";"4";3
2022-02-01;"Booster";"0";23
2022-02-01;"Booster";"1";18
2022-02-01;"Booster";"2";12
2022-02-01;"Booster";"3";14
2022-02-01;"Booster";"4";13
2022-02-02;"Dose One";"2";1
2022-02-02;"Dose One";"3";1
2022-02-02;"Dose Two";"0";3
2022-02-02;"Dose Two";"1";3
2022-02-02;"Dose Two";"3";2
2022-02-02;"Dose Two";"4";5
2022-02-02;"Booster";"0";37
2022-02-02;"Booster";"1";29
2022-02-02;"Booster";"2";25
2022-02-02;"Booster";"3";18
2022-02-02;"Booster";"4";24
2022-02-03;"Dose One";"0";2
2022-02-03;"Dose One";"1";1
2022-02-03;"Dose One";"2";1
2022-02-03;"Dose Two";"0";2
2022-02-03;"Dose Two";"1";4
2022-02-03;"Dose Two";"2";4
2022-02-03;"Dose Two";"3";6
2022-02-03;"Dose Two";"4";1
2022-02-03;"Booster";"0";29
2022-02-03;"Booster";"1";20
2022-02-03;"Booster";"2";15
2022-02-03;"Booster";"3";13
2022-02-03;"Booster";"4";14
2022-02-04;"Dose One";"0";1
2022-02-04;"Dose One";"2";1
2022-02-04;"Dose One";"4";1
2022-02-04;"Dose Two";"0";6
2022-02-04;"Dose Two";"1";6
2022-02-04;"Dose Two";"2";6
2022-02-04;"Dose Two";"3";3
2022-02-04;"Dose Two";"4";4
2022-02-04;"Booster";"0";19
2022-02-04;"Booster";"1";28
2022-02-04;"Booster";"2";28
2022-02-04;"Booster";"3";27
2022-02-04;"Booster";"4";16
2022-02-05;"Dose Two";"0";3
2022-02-05;"Dose Two";"1";2
2022-02-05;"Dose Two";"2";1
2022-02-05;"Dose Two";"3";1
2022-02-05;"Dose Two";"4";1
2022-02-05;"Booster";"0";5
2022-02-05;"Booster";"1";4
2022-02-05;"Booster";"2";3
2022-02-05;"Booster";"3";2
2022-02-05;"Booster";"4";3
2022-02-06;"Booster";"0";2
2022-02-06;"Booster";"1";1
2022-02-06;"Booster";"3";4
2022-02-07;"Dose One";"0";1
2022-02-07;"Dose One";"1";2
2022-02-07;"Dose Two";"0";5
2022-02-07;"Dose Two";"1";5
2022-02-07;"Dose Two";"2";2
2022-02-07;"Dose Two";"3";1
2022-02-07;"Dose Two";"4";1
2022-02-07;"Booster";"0";19
2022-02-07;"Booster";"1";9
2022-02-07;"Booster";"2";6
2022-02-07;"Booster";"3";5
2022-02-07;"Booster";"4";6
2022-02-08;"Dose One";"3";1
2022-02-08;"Dose Two";"0";7
2022-02-08;"Dose Two";"1";4
2022-02-08;"Dose Two";"2";2
2022-02-08;"Dose Two";"3";2
2022-02-08;"Dose Two";"4";3
2022-02-08;"Booster";"0";17
2022-02-08;"Booster";"1";15
2022-02-08;"Booster";"2";10
2022-02-08;"Booster";"3";9
2022-02-08;"Booster";"4";11
2022-02-09;"Dose One";"0";1
2022-02-09;"Dose Two";"0";4
2022-02-09;"Dose Two";"1";5
2022-02-09;"Dose Two";"2";1
2022-02-09;"Dose Two";"3";3
2022-02-09;"Dose Two";"4";3
2022-02-09;"Booster";"0";15
2022-02-09;"Booster";"1";16
2022-02-09;"Booster";"2";14
2022-02-09;"Booster";"3";18
2022-02-09;"Booster";"4";9
2022-02-10;"Dose One";"0";1
2022-02-10;"Dose One";"1";2
2022-02-10;"Dose One";"2";1
2022-02-10;"Dose Two";"0";3
2022-02-10;"Dose Two";"1";4
2022-02-10;"Dose Two";"2";5
2022-02-10;"Dose Two";"3";6
2022-02-10;"Booster";"0";28
2022-02-10;"Booster";"1";20
2022-02-10;"Booster";"2";13
2022-02-10;"Booster";"3";16
2022-02-10;"Booster";"4";7
2022-02-11;"Dose One";"0";1
2022-02-11;"Dose One";"2";1
2022-02-11;"Dose Two";"0";6
2022-02-11;"Dose Two";"1";9
2022-02-11;"Dose Two";"2";4
2022-02-11;"Dose Two";"3";4
2022-02-11;"Dose Two";"4";1
2022-02-11;"Booster";"0";28
2022-02-11;"Booster";"1";39
2022-02-11;"Booster";"2";20
2022-02-11;"Booster";"3";15
2022-02-11;"Booster";"4";15
2022-02-12;"Dose One";"0";1
2022-02-12;"Dose Two";"1";2
2022-02-12;"Dose Two";"2";2
2022-02-12;"Dose Two";"3";2
2022-02-12;"Booster";"0";5
2022-02-12;"Booster";"1";10
2022-02-12;"Booster";"2";1
2022-02-12;"Booster";"3";2
2022-02-12;"Booster";"4";1
2022-02-13;"Dose Two";"0";1
2022-02-13;"Dose Two";"4";1
2022-02-13;"Booster";"0";4
2022-02-13;"Booster";"1";2
2022-02-13;"Booster";"2";3
2022-02-13;"Booster";"3";1
2022-02-13;"Booster";"4";2
2022-02-14;"Dose Two";"0";4
2022-02-14;"Dose Two";"2";5
2022-02-14;"Dose Two";"3";2
2022-02-14;"Dose Two";"4";4
2022-02-14;"Booster";"0";13
2022-02-14;"Booster";"1";7
2022-02-14;"Booster";"2";9
2022-02-14;"Booster";"3";6
2022-02-14;"Booster";"4";5
2022-02-15;"Dose One";"0";2
2022-02-15;"Dose Two";"0";5
2022-02-15;"Dose Two";"1";3
2022-02-15;"Dose Two";"2";1
2022-02-15;"Dose Two";"3";1
2022-02-15;"Dose Two";"4";4
2022-02-15;"Booster";"0";14
2022-02-15;"Booster";"1";16
2022-02-15;"Booster";"2";3
2022-02-15;"Booster";"3";6
2022-02-15;"Booster";"4";10
2022-02-16;"Dose Two";"1";2
2022-02-16;"Dose Two";"3";1
2022-02-16;"Dose Two";"4";1
2022-02-16;"Booster";"0";14
2022-02-16;"Booster";"1";12
2022-02-16;"Booster";"2";6
2022-02-16;"Booster";"3";8
2022-02-16;"Booster";"4";4
2022-02-17;"Dose One";"1";1
2022-02-17;"Dose One";"3";2
2022-02-17;"Dose One";"4";1
2022-02-17;"Dose Two";"0";2
2022-02-17;"Dose Two";"1";2
2022-02-17;"Dose Two";"2";5
2022-02-17;"Dose Two";"3";3
2022-02-17;"Dose Two";"4";1
2022-02-17;"Booster";"0";12
2022-02-17;"Booster";"1";11
2022-02-17;"Booster";"2";16
2022-02-17;"Booster";"3";8
2022-02-17;"Booster";"4";6
2022-02-18;"Dose One";"0";1
2022-02-18;"Dose One";"1";1
2022-02-18;"Dose One";"2";1
2022-02-18;"Dose Two";"0";5
2022-02-18;"Dose Two";"1";3
2022-02-18;"Dose Two";"2";2
2022-02-18;"Dose Two";"4";3
2022-02-18;"Booster";"0";20
2022-02-18;"Booster";"1";13
2022-02-18;"Booster";"2";8
2022-02-18;"Booster";"3";12
2022-02-18;"Booster";"4";8
2022-02-19;"Dose Two";"0";1
2022-02-19;"Booster";"0";2
2022-02-19;"Booster";"1";6
2022-02-19;"Booster";"2";1
2022-02-19;"Booster";"3";4
2022-02-19;"Booster";"4";1
2022-02-20;"Booster";"0";1
2022-02-20;"Booster";"1";1
2022-02-21;"Dose One";"1";1
2022-02-21;"Dose One";"2";1
2022-02-21;"Dose Two";"0";2
2022-02-21;"Dose Two";"1";3
2022-02-21;"Dose Two";"2";2
2022-02-21;"Dose Two";"3";3
2022-02-21;"Dose Two";"4";3
2022-02-21;"Booster";"0";4
2022-02-21;"Booster";"1";5
2022-02-21;"Booster";"2";5
2022-02-21;"Booster";"3";1
2022-02-21;"Booster";"4";2
2022-02-22;"Dose Two";"0";3
2022-02-22;"Dose Two";"1";2
2022-02-22;"Dose Two";"2";2
2022-02-22;"Booster";"0";6
2022-02-22;"Booster";"1";1
2022-02-22;"Booster";"2";10
2022-02-22;"Booster";"3";7
2022-02-22;"Booster";"4";7
2022-02-23;"Dose One";"1";1
2022-02-23;"Dose One";"2";1
2022-02-23;"Dose One";"4";1
2022-02-23;"Dose Two";"0";3
2022-02-23;"Dose Two";"1";4
2022-02-23;"Dose Two";"3";3
2022-02-23;"Dose Two";"4";2
2022-02-23;"Booster";"0";12
2022-02-23;"Booster";"1";11
2022-02-23;"Booster";"2";8
2022-02-23;"Booster";"3";12
2022-02-23;"Booster";"4";11
2022-02-24;"Dose One";"0";1
2022-02-24;"Dose Two";"0";2
2022-02-24;"Dose Two";"1";5
2022-02-24;"Dose Two";"2";3
2022-02-24;"Dose Two";"3";2
2022-02-24;"Dose Two";"4";4
2022-02-24;"Booster";"0";10
2022-02-24;"Booster";"1";12
2022-02-24;"Booster";"2";8
2022-02-24;"Booster";"3";4
2022-02-24;"Booster";"4";13
2022-02-25;"Dose One";"0";1
2022-02-25;"Dose One";"1";1
2022-02-25;"Dose One";"4";1
2022-02-25;"Dose Two";"0";3
2022-02-25;"Dose Two";"1";3
2022-02-25;"Dose Two";"2";6
2022-02-25;"Dose Two";"3";2
2022-02-25;"Dose Two";"4";2
2022-02-25;"Booster";"0";7
2022-02-25;"Booster";"1";12
2022-02-25;"Booster";"2";5
2022-02-25;"Booster";"3";3
2022-02-25;"Booster";"4";9
2022-02-26;"Dose Two";"0";1
2022-02-26;"Dose Two";"3";2
2022-02-26;"Booster";"0";7
2022-02-26;"Booster";"1";4
2022-02-26;"Booster";"2";2
2022-02-26;"Booster";"3";3
2022-02-26;"Booster";"4";5
2022-02-27;"Dose Two";"3";1
2022-02-27;"Booster";"0";1
2022-02-27;"Booster";"1";4
2022-02-27;"Booster";"3";1
2022-02-27;"Booster";"4";3
2022-02-28;"Dose One";"0";1
2022-02-28;"Dose Two";"0";1
2022-02-28;"Dose Two";"1";1
2022-02-28;"Dose Two";"2";3
2022-02-28;"Booster";"0";5
2022-02-28;"Booster";"1";7
2022-02-28;"Booster";"2";5
2022-02-28;"Booster";"3";5
2022-02-28;"Booster";"4";5
2022-03-01;"Dose Two";"0";3
2022-03-01;"Dose Two";"1";1
2022-03-01;"Dose Two";"3";1
2022-03-01;"Booster";"0";12
2022-03-01;"Booster";"1";7
2022-03-01;"Booster";"2";4
2022-03-01;"Booster";"3";5
2022-03-01;"Booster";"4";4
2022-03-02;"Dose Two";"0";2
2022-03-02;"Dose Two";"1";2
2022-03-02;"Dose Two";"2";2
2022-03-02;"Dose Two";"4";1
2022-03-02;"Booster";"0";10
2022-03-02;"Booster";"1";5
2022-03-02;"Booster";"2";5
2022-03-02;"Booster";"3";4
2022-03-02;"Booster";"4";4
2022-03-03;"Dose Two";"0";5
2022-03-03;"Dose Two";"1";1
2022-03-03;"Dose Two";"2";3
2022-03-03;"Dose Two";"3";1
2022-03-03;"Booster";"0";11
2022-03-03;"Booster";"1";10
2022-03-03;"Booster";"2";2
2022-03-03;"Booster";"3";10
2022-03-03;"Booster";"4";2
2022-03-04;"Dose One";"2";1
2022-03-04;"Dose One";"3";1
2022-03-04;"Dose Two";"0";5
2022-03-04;"Dose Two";"1";2
2022-03-04;"Dose Two";"2";2
2022-03-04;"Dose Two";"3";2
2022-03-04;"Dose Two";"4";2
2022-03-04;"Booster";"0";6
2022-03-04;"Booster";"1";11
2022-03-04;"Booster";"2";10
2022-03-04;"Booster";"3";11
2022-03-04;"Booster";"4";5
2022-03-05;"Dose One";"3";1
2022-03-05;"Dose Two";"1";1
2022-03-05;"Dose Two";"4";1
2022-03-05;"Booster";"0";4
2022-03-05;"Booster";"1";3
2022-03-05;"Booster";"2";1
2022-03-05;"Booster";"3";2
2022-03-05;"Booster";"4";4
2022-03-06;"Booster";"1";1
2022-03-06;"Booster";"3";1
2022-03-06;"Booster";"4";1
2022-03-07;"Dose One";"1";1
2022-03-07;"Dose Two";"0";1
2022-03-07;"Booster";"0";2
2022-03-07;"Booster";"1";1
2022-03-07;"Booster";"2";1
2022-03-07;"Booster";"3";3
2022-03-07;"Booster";"4";2
2022-03-08;"Dose Two";"0";1
2022-03-08;"Dose Two";"1";1
2022-03-08;"Dose Two";"2";1
2022-03-08;"Dose Two";"3";1
2022-03-08;"Dose Two";"4";1
2022-03-08;"Booster";"0";8
2022-03-08;"Booster";"1";3
2022-03-08;"Booster";"2";6
2022-03-08;"Booster";"3";6
2022-03-08;"Booster";"4";1
2022-03-09;"Dose One";"0";1
2022-03-09;"Dose One";"4";1
2022-03-09;"Dose Two";"0";2
2022-03-09;"Dose Two";"1";1
2022-03-09;"Dose Two";"2";2
2022-03-09;"Booster";"0";4
2022-03-09;"Booster";"1";5
2022-03-09;"Booster";"2";7
2022-03-09;"Booster";"3";4
2022-03-09;"Booster";"4";1
2022-03-10;"Dose One";"0";1
2022-03-10;"Dose Two";"0";1
2022-03-10;"Dose Two";"1";2
2022-03-10;"Dose Two";"4";2
2022-03-10;"Booster";"0";7
2022-03-10;"Booster";"1";5
2022-03-10;"Booster";"2";4
2022-03-10;"Booster";"3";5
2022-03-10;"Booster";"4";8
2022-03-11;"Dose One";"0";1
2022-03-11;"Dose One";"4";1
2022-03-11;"Dose Two";"0";1
2022-03-11;"Dose Two";"1";3
2022-03-11;"Dose Two";"4";1
2022-03-11;"Booster";"0";5
2022-03-11;"Booster";"1";12
2022-03-11;"Booster";"2";3
2022-03-11;"Booster";"3";8
2022-03-11;"Booster";"4";6
2022-03-12;"Dose Two";"4";1
2022-03-12;"Booster";"0";1
2022-03-12;"Booster";"1";3
2022-03-12;"Booster";"3";1
2022-03-13;"Booster";"1";1
2022-03-13;"Booster";"2";1
2022-03-14;"Dose One";"0";1
2022-03-14;"Dose Two";"0";1
2022-03-14;"Dose Two";"1";2
2022-03-14;"Dose Two";"2";1
2022-03-14;"Booster";"1";3
2022-03-14;"Booster";"2";3
2022-03-14;"Booster";"4";3
2022-03-15;"Dose One";"0";1
2022-03-15;"Dose Two";"0";4
2022-03-15;"Dose Two";"1";1
2022-03-15;"Dose Two";"3";1
2022-03-15;"Booster";"0";5
2022-03-15;"Booster";"1";4
2022-03-15;"Booster";"2";3
2022-03-15;"Booster";"3";1
2022-03-15;"Booster";"4";3
2022-03-16;"Dose One";"1";1
2022-03-16;"Dose Two";"0";1
2022-03-16;"Dose Two";"4";1
2022-03-16;"Booster";"0";5
2022-03-16;"Booster";"1";3
2022-03-16;"Booster";"2";1
2022-03-16;"Booster";"3";2
2022-03-16;"Booster";"4";2
2022-03-17;"Dose One";"0";1
2022-03-17;"Dose One";"1";1
2022-03-17;"Dose Two";"0";1
2022-03-17;"Dose Two";"1";3
2022-03-17;"Dose Two";"3";1
2022-03-17;"Dose Two";"4";1
2022-03-17;"Booster";"0";7
2022-03-17;"Booster";"1";4
2022-03-17;"Booster";"2";2
2022-03-17;"Booster";"3";7
2022-03-18;"Dose One";"0";1
2022-03-18;"Dose Two";"4";2
2022-03-18;"Booster";"0";4
2022-03-18;"Booster";"1";6
2022-03-18;"Booster";"2";2
2022-03-18;"Booster";"3";3
2022-03-18;"Booster";"4";5
2022-03-19;"Dose Two";"4";1
2022-03-19;"Booster";"0";5
2022-03-19;"Booster";"1";1
2022-03-19;"Booster";"2";3
2022-03-19;"Booster";"3";1
2022-03-21;"Dose Two";"0";1
2022-03-21;"Dose Two";"1";2
2022-03-21;"Booster";"0";1
2022-03-21;"Booster";"1";6
2022-03-21;"Booster";"2";1
2022-03-21;"Booster";"3";2
2022-03-21;"Booster";"4";2
2022-03-22;"Dose One";"0";1
2022-03-22;"Dose One";"4";1
2022-03-22;"Dose Two";"0";1
2022-03-22;"Dose Two";"1";1
2022-03-22;"Dose Two";"2";1
2022-03-22;"Dose Two";"3";1
2022-03-22;"Dose Two";"4";2
2022-03-22;"Booster";"0";3
2022-03-22;"Booster";"1";5
2022-03-22;"Booster";"2";4
2022-03-22;"Booster";"3";3
2022-03-23;"Dose Two";"0";1
2022-03-23;"Dose Two";"1";1
2022-03-23;"Dose Two";"2";2
2022-03-23;"Dose Two";"3";3
2022-03-23;"Dose Two";"4";1
2022-03-23;"Booster";"0";3
2022-03-23;"Booster";"1";6
2022-03-23;"Booster";"2";4
2022-03-23;"Booster";"3";4
2022-03-23;"Booster";"4";2
2022-03-24;"Dose Two";"0";2
2022-03-24;"Dose Two";"1";1
2022-03-24;"Dose Two";"2";1
2022-03-24;"Dose Two";"4";1
2022-03-24;"Booster";"0";7
2022-03-24;"Booster";"1";10
2022-03-24;"Booster";"2";2
2022-03-24;"Booster";"3";5
2022-03-24;"Booster";"4";5
2022-03-25;"Dose Two";"0";1
2022-03-25;"Dose Two";"1";2
2022-03-25;"Dose Two";"2";1
2022-03-25;"Dose Two";"3";1
2022-03-25;"Dose Two";"4";1
2022-03-25;"Booster";"0";6
2022-03-25;"Booster";"1";6
2022-03-25;"Booster";"2";5
2022-03-25;"Booster";"3";6
2022-03-25;"Booster";"4";5
2022-03-26;"Dose Two";"1";1
2022-03-26;"Booster";"0";3
2022-03-26;"Booster";"1";2
2022-03-26;"Booster";"2";1
2022-03-26;"Booster";"3";1
2022-03-27;"Booster";"0";1
2022-03-27;"Booster";"1";2
2022-03-28;"Dose Two";"1";2
2022-03-28;"Dose Two";"2";2
2022-03-28;"Booster";"0";3
2022-03-28;"Booster";"1";2
2022-03-28;"Booster";"2";1
2022-03-28;"Booster";"3";1
2022-03-29;"Dose One";"0";1
2022-03-29;"Dose One";"1";1
2022-03-29;"Dose Two";"0";2
2022-03-29;"Dose Two";"1";2
2022-03-29;"Dose Two";"2";1
2022-03-29;"Dose Two";"3";1
2022-03-29;"Dose Two";"4";1
2022-03-29;"Booster";"0";3
2022-03-29;"Booster";"1";2
2022-03-29;"Booster";"2";1
2022-03-29;"Booster";"3";8
2022-03-29;"Booster";"4";1
2022-03-30;"Dose Two";"0";1
2022-03-30;"Dose Two";"1";1
2022-03-30;"Dose Two";"4";1
2022-03-30;"Booster";"0";3
2022-03-30;"Booster";"1";6
2022-03-30;"Booster";"2";4
2022-03-30;"Booster";"3";2
2022-03-30;"Booster";"4";1
2022-03-31;"Dose One";"0";1
2022-03-31;"Dose Two";"0";1
2022-03-31;"Dose Two";"1";3
2022-03-31;"Dose Two";"3";1
2022-03-31;"Booster";"0";2
2022-03-31;"Booster";"1";5
2022-03-31;"Booster";"2";1
2022-03-31;"Booster";"3";5
2022-03-31;"Booster";"4";1
2022-04-01;"Dose One";"0";1
2022-04-01;"Dose One";"1";1
2022-04-01;"Dose Two";"2";1
2022-04-01;"Dose Two";"3";2
2022-04-01;"Booster";"0";2
2022-04-01;"Booster";"1";1
2022-04-01;"Booster";"2";2
2022-04-01;"Booster";"3";4
2022-04-01;"Booster";"4";1
2022-04-02;"Dose Two";"0";1
2022-04-02;"Booster";"0";1
2022-04-02;"Booster";"1";1
2022-04-03;"Dose Two";"1";1
2022-04-03;"Booster";"0";1
2022-04-04;"Dose Two";"0";1
2022-04-04;"Dose Two";"4";2
2022-04-04;"Booster";"0";1
2022-04-04;"Booster";"1";1
2022-04-04;"Booster";"2";3
2022-04-04;"Booster";"3";2
2022-04-04;"Booster";"4";1
2022-04-05;"Dose Two";"2";1
2022-04-05;"Booster";"0";3
2022-04-05;"Booster";"1";8
2022-04-05;"Booster";"2";3
2022-04-05;"Booster";"3";2
2022-04-05;"Booster";"4";1
2022-04-06;"Dose Two";"0";2
2022-04-06;"Dose Two";"1";2
2022-04-06;"Dose Two";"2";1
2022-04-06;"Booster";"0";4
2022-04-06;"Booster";"1";6
2022-04-06;"Booster";"2";4
2022-04-06;"Booster";"3";3
2022-04-06;"Booster";"4";1
2022-04-07;"Dose Two";"0";1
2022-04-07;"Booster";"0";7
2022-04-07;"Booster";"1";4
2022-04-07;"Booster";"2";2
2022-04-07;"Booster";"3";3
2022-04-07;"Booster";"4";2
2022-04-08;"Dose One";"2";1
2022-04-08;"Dose Two";"0";1
2022-04-08;"Dose Two";"1";2
2022-04-08;"Dose Two";"2";1
